itemname,iteminfo,itemprice
Volkswagen Golf Anniversary Edition 2000,"174,668km, Hatchback, 1595cc petrol engine, manual","$3,000"
Honda Odyssey 7 seater low km 2006,"96,000km, Station Wagon, 2400cc petrol engine, automatic",
Nissan Presage High way star 7 seater low km 2005,"67,000km, Station Wagon, 2500cc petrol engine, automatic",
Toyota Mark-X V6 2008,"30,465km, Sedan, 2500cc petrol engine, automatic",
Nissan Note low km 2005,"94,000km, Hatchback, 1490cc petrol engine, automatic",
Mazda MPV 7 seater 2004,"88,000km, Station Wagon, 2260cc petrol engine, automatic",
Nissan Lafesta 7 seater low km 2005,"76,000km, Station Wagon, 2000cc petrol engine, automatic",
Toyota Isis 7 seater 2005,"96,000km, Station Wagon, 1800cc petrol engine, automatic",
Toyota Noah 7 seater Voxy 2005,"113,000km, Van, 2000cc petrol engine, automatic",
Toyota Alphard 8 seater low km 2006 2005,"91,000km, RV/SUV, 2362cc petrol engine, automatic",
Peugeot 307 2002,"150,635km, Hatchback, 1580cc petrol engine, automatic",
Toyota Voxy 2.0 8 Seater 2006,"76,569km, Van, 2000cc petrol engine, automatic",
Nissan Teana 230JM 2007,"82,000km, Sedan, 2300cc petrol engine, automatic",
Nissan Tiida 15M **Super Low KM** 2006,"54,034km, Hatchback, 1500cc petrol engine, automatic",
Volkswagen Golf 4 NEW TIRES/ REALLY TIDY ! 2012,"65,000km, Hatchback, 1389cc petrol engine, automatic",
Toyota Sai Hybrid AA PASSED 2011,"107,900km, Sedan, 2360cc hybrid engine, automatic",
Land Rover Range Rover Sport 5.0 V8 2011,"89,865km, RV/SUV, 5000cc petrol engine, automatic","$47,890"
BMW 535i GRAN TURISMO 2011,"58,237km, Hatchback, 3000cc petrol engine, automatic","$39,890"
Mercedes-Benz C 180 C180 Blue Efficiency 2013,"62,250km, Station Wagon, 1800cc petrol engine, automatic","$29,890"
Jaguar XF R V8 AUTO 2009,"30,084km, Sedan, 5000cc petrol engine, automatic","$49,890"
Audi Q7 4.2 FSI QUATTRO TIP 2007,"110,928km, RV/SUV, 4200cc petrol engine, automatic","$25,890"
Jaguar XF Premium Luxury 3.0 V6 2012,"62,945km, Sedan, 3000cc petrol engine, automatic","$37,890"
Ford Transit 12 Seat Minibus 2011,"163,321km, Van, 2399cc diesel engine, manual","$26,990"
Audi A6 2.8 Quattro Avant Tiptronic 2012,"88,226km, Station Wagon, 2800cc petrol engine, automatic","$31,890"
Ford Courier Xlx Crew Cab 1999,"285,000km, Ute, 2499cc diesel engine, manual","$6,700"
Holden Colorado Extreme Dc Pu 2013,"70,691km, Ute, 2776cc diesel engine, automatic","$37,000"
Mercedes-Benz CLA 200 NZ NEW 2013,"21,000km, Sedan, 1595cc petrol engine, automatic",
Mazda MPV - Facelift Model - 2008,"132,000km, RV/SUV, 2260cc petrol engine, automatic",
Mitsubishi Pajero 2001,"256,791km, RV/SUV, 3496cc petrol engine, automatic",
Toyota Corolla Gl 1996,"347,870km, Station Wagon, 1587cc petrol engine, manual","$1,200 "
Audi A4 2006,"55,779km, Sedan, 1980cc petrol engine, automatic",
Kia Sorento EX 2.2 Diesel ISG AWD (Sat Nav) 2017,"< 1000km, RV/SUV, 2199cc diesel engine, automatic","$53,990"
Nissan Bluebird Mint No Deposit Finance 1996,"124,900km, Sedan, 2000cc petrol engine, automatic","$4,499"
Ford Ranger 4X4 XLT ## PREDATOR EDITION !! 2014,"53,430km, Ute, 3199cc diesel engine, automatic","$46,990"
Mitsubishi Grandis M 2008,"60,705km, Van, 2400cc petrol engine, automatic","$12,990"
Nissan Tiida Latio Low Kms 2013,"33,000km, Sedan, 1200cc petrol engine, automatic","$10,990"
Toyota Prius L 2014,"71,000km, Sedan, 1800cc petrol engine, automatic","$17,990"
Mercedes-Benz C 200 CDI 2014,"56,672km, Sedan, 2143cc diesel engine, automatic","$29,990"
Nissan Navara ST-X 2WD Double Cab W/S 2017,"2,750km, Ute, 2298cc diesel engine, automatic","$53,990"
Mazda Atenza SPORTS 25S 2008,"82,690km, Sedan, 2500cc petrol engine, tiptronic","$15,990"
Mazda 6 Sport LTD 2008,"41,501km, Hatchback, 2500cc petrol engine, tiptronic","$17,999"
Honda Accord VTI-S AUTO 1996,"307,180km, Sedan, 2156cc petrol engine, automatic","$1,995"
Mazda MPV 2004,"147,700km, Van, 2260cc petrol engine, automatic","$6,990"
Volkswagen Passat V5 2005,"73,049km, Sedan, 2320cc petrol engine, automatic","$5,990"
Mitsubishi Dion 2006,"98,664km, Sedan, 2000cc petrol engine, automatic","$3,990"
Holden Rodeo Manual Diesel 2002,"229,482km, Ute, 2999cc diesel engine, manual","$10,995"
Honda Civic 2001,"172,000km, Hatchback, 1490cc petrol engine, automatic","$3,990"
Ford Fairmont 1998,"172,362km, Sedan, 3984cc petrol engine, automatic","$4,990"
Holden Colorado 7 LTZ 2.8L CTDi 2014,"123,866km, RV/SUV, 2776cc diesel engine, automatic","$31,990"
"Nissan X-Trail ST-L GNX ICON S *7 Seats, l... 2017","< 1000km, RV/SUV, 2488cc petrol engine, automatic","$48,990"
Toyota Kluger 2002,"121,120km, Sedan, 3000cc petrol engine, automatic","$5,990"
Subaru Impreza CZ 2000,"261,785km, Hatchback, 1490cc petrol engine, automatic","$2,250"
Subaru Legacy B4 Manual 1999,"271,546km, Sedan, 1990cc petrol engine, manual","$2,500"
Volkswagen Golf 2005,"97,137km, Hatchback, 1600cc petrol engine, automatic","$6,990"
Ford Explorer Limited V8 2005,"154,105km, Station Wagon, 4605cc petrol engine, automatic","$13,995"
Volkswagen Golf 2004,"45,733km, Hatchback, 1595cc petrol engine, automatic","$6,990"
Mitsubishi Diamante Low kms! 2002,"128,104km, Sedan, 3496cc petrol engine, automatic","$3,750"
Audi RS4 AVANT QUATTRO NZ NEW 2007,"94,877km, Station Wagon, 4163cc petrol engine, manual","$41,990"
Holden Astra CD HATCH 1.8L AUTO 2002,"208,765km, Hatchback, 1796cc petrol engine, automatic","$2,995"
Volkswagen Golf Plus FSI 2005,"61,300km, Sedan, 1985cc petrol engine, automatic","$7,990"
BMW 325i cabriolet 2007,"72,859km, Convertible, 2500cc petrol engine, automatic","$24,990"
Ford Fiesta GL-X 2005,"98,049km, Hatchback, 1600cc petrol engine, automatic","$4,990"
Toyota Estima 2.4 AERAS G-ED*** ELECTRIC D... 2007,"117,000km, Station Wagon, 2400cc petrol engine, automatic","$10,990"
Holden Commodore Acclaim 2003,"207,529km, Station Wagon, 3800cc petrol engine, automatic","$4,000"
Toyota Land Cruiser SWB Land Cruiser 1991,"254,000km, RV/SUV, 3500cc diesel engine, manual","$15,000 "
Mercedes-Benz B 200 CDI 2011,"63,000km, Hatchback, 2000cc diesel engine, automatic","$18,495 "
Volkswagen Polo *LOW KMS* 1998,"106,377km, Hatchback, 1600cc petrol engine, automatic","$2,950 "
Mitsubishi Pajero Exceed DI Diesel 1999,"257,000km, RV/SUV, diesel engine, automatic","$6,500"
Suzuki SX4 GLX. 4x4 2007,"65,380km, Hatchback, 2cc petrol engine, automatic","$8,000"
Nissan Note 15E Keyless Low millage 2006,"51,000km, Hatchback, 1500cc petrol engine, automatic","$5,590"
Volkswagen Tiguan 2.0 TSI 4WD 2008,"79,538km, RV/SUV, 2000cc petrol engine, automatic","$19,990"
Nissan X-Trail **Semi Leather Interior** 2008,"128,000km, RV/SUV, 2000cc petrol engine, automatic","$11,880"
Mercedes-Benz CLS 63 CLS63 5.5 BI TURBO AMG 2012,"81,200km, Sedan, 5500cc petrol engine, automatic","$59,990"
Audi A6 3.0 TDI S-LINE 180KW 2011,"82,235km, Sedan, 3000cc petrol engine, automatic","$34,990"
Mitsubishi Lancer M Etra 1998,"126,635km, Sedan, 1460cc petrol engine, automatic","$1,950 "
Toyota Hilux Surf Ssr-X 1996,"204,760km, RV/SUV, 2982cc diesel engine, automatic","$10,900"
Volkswagen Beetle Hatchback 2000,"97,525km, Hatchback, 2000cc petrol engine, automatic","$4,000"
Volkswagen Polo Tsi 66Kw 2012,"81,000km, Hatchback, 1197cc petrol engine, automatic","$10,600 "
Toyota Land Cruiser Vx limited 1996,"369,376km, Station Wagon, 4163cc diesel engine, automatic","$20,000"
Holden Caprice V series2 - as new! 2016,"5,788km, Sedan, 6200cc petrol engine, automatic","$59,995"
Toyota Blade 2007,"54,168km, Hatchback, 2360cc petrol engine, automatic","$10,995"
Nissan Tiida Latio 1.5B 2009,"80,367km, Sedan, 1500cc petrol engine, automatic","$7,995"
Suzuki Swift Sports 2012,"74,000km, Hatchback, 1600cc petrol engine, automatic","$13,990"
Kia Stinger GT Line 2017,"< 1000km, Sedan, 2000cc petrol engine, automatic","$59,990"
Kia Stinger GT 2017,"< 1000km, Sedan, 3300cc, automatic","$69,990"
Kia Stinger EX Turbo 2017,"< 1000km, Sedan, 2000cc petrol engine, automatic","$54,990"
Toyota Prius Hybrid Hev 2012,"113,281km, Hatchback, 1790cc hybrid engine, automatic","$11,995"
Toyota Prius EX 2012,"44,774km, Sedan, 1500cc hybrid engine, automatic","$11,995"
MINI Ray * 2013,"56,023km, Hatchback, 1600cc petrol engine, automatic","$18,950"
BMW 325i E46 2001,"207,000km, Station Wagon, 2490cc petrol engine, automatic",
Suzuki Swift Nice Car 2006,"111,000km, Hatchback, 1300cc petrol engine, automatic","$7,999"
"Honda Civic NZ NEW Just 66,000kms 2011","67,670km, Sedan, 1800cc petrol engine, automatic","$12,999"
Honda Stream RSZ 2008,"113,187km, Van, 2000cc petrol engine, automatic","$9,995"
Toyota Hiace DIESEL TURBO 5 speed manual 2013,"152,900km, Van, 2980cc diesel engine, manual","$24,995"
Nissan Tiida Only 11000 Kms 2012,"11,578km, Hatchback, 1500cc petrol engine, automatic","$12,999"
Suzuki Swift Only 47000 Kms 2010,"47,560km, Hatchback, 1200cc petrol engine, automatic","$9,999"
Toyota Harrier 350G 4.5 Grade 2007,"83,329km, RV/SUV, 3500cc petrol engine, automatic","$15,999"
"Toyota Hilux NZ New, 52Kms, Stunning 2011","111,846km, Ute, 2700cc petrol engine, automatic","$24,995"
Nissan Dualis 20G 4WD Only 30400 KMs 2009,"30,482km, RV/SUV, 2000cc petrol engine, automatic","$17,999"
"BMW 118i Grade 4.5, 8 Airbags 2006","66,000km, Hatchback, 2000cc petrol engine, automatic","$11,995"
Holden Trailblazer LTZ Trailblazer 4x4 LTZ... 2017,"4,143km, RV/SUV, 2776cc diesel engine, automatic","$62,990"
Mitsubishi Colt Only 22800 Kms 2006,"22,805km, Hatchback, 1300cc petrol engine, automatic","$6,999"
Kia Sportage LX Urban 2.0L Auto 2017,"< 1000km, RV/SUV, 1999cc petrol engine, automatic","$29,880"
Audi A8 L 4.2 Quattro (LWB) 2005,"103,861km, Sedan, 4200cc petrol engine, automatic","$12,995"
Mitsubishi Colt Plus RALLIART 2006,"83,900km, Hatchback, 1468cc petrol engine, automatic","$6,995"
Suzuki Escudo 5 Speed manual 1994,"125,401km, RV/SUV, 1600cc petrol engine, manual","$5,997"
Toyota Ist 5 door hatchback 2004,"80,800km, Hatchback, 1298cc petrol engine, automatic","$5,995"
"Nissan Dualis 20G, 6 Airbags, Camera 2008","50,361km, RV/SUV, 2000cc petrol engine, automatic","$14,995"
Holden Captiva Captiva7 LS 2016,"20,187km, RV/SUV, 2384cc petrol engine, automatic","$25,888"
Toyota Vitz Great value 2006,"70,243km, Hatchback, 1300cc petrol engine, automatic","$6,997"
"Toyota Wish XS Aero Sports, 7 Seats 2007","51,905km, Station Wagon, 1800cc petrol engine, automatic","$9,995"
Toyota Land Cruiser Prado TZ 3.4 Only 5300... 1996,"53,289km, RV/SUV, 3400cc petrol engine, automatic","$16,999"
Nissan Bluebird Sylphy 2006,"95,318km, Sedan, 1997cc petrol engine, automatic",
Nissan Primera Sx 2008,"147,156km, Station Wagon, 1998cc petrol engine, automatic",
Nissan Lafesta 2005,"85,000km, RV/SUV, 1997cc petrol engine, automatic","$6,499 "
Mazda Axela Mazdaspeed3 2010,"33,476km, Hatchback, 2260cc petrol engine, manual","$27,500 "
Honda Fit EXCELLENT ORDER! 2007,"87,856km, Hatchback, 1300cc petrol engine, automatic",
Toyota Camry Gl 2002,"159,700km, Sedan, 2164cc petrol engine, automatic",
Mazda Atenza Sports 2009,"64,998km, Station Wagon, 2488cc petrol engine, automatic",
Mitsubishi Mirage 1997,"122,498km, Hatchback, 1298cc petrol engine, automatic","$2,000 "
Nissan Safari 1994,"133,000km, RV/SUV, 4200cc diesel engine, manual","$21,000 "
Honda Fit Only 8800 kms 2008,"8,845km, Hatchback, 1300cc petrol engine, automatic","$8,999"
Nissan Navara 2017,"< 1000km, Ute, 2300cc diesel engine","$63,990"
Toyota Mark-X Mark X Zio 240G 2008,"76,175km, Station Wagon, 2400cc petrol engine, automatic","$11,999"
Toyota Vitz 5 door hatchback 2004,"83,600km, Hatchback, 1296cc petrol engine, automatic","$5,995"
"Toyota Ipsum 240S, 7 Seats, Immaculate 2004","58,838km, Station Wagon, 2400cc petrol engine, automatic","$9,995"
"Toyota Hiace 5 Doors, 6 Seats, 44Kms 2008","43,662km, Van, 2000cc petrol engine, automatic","$20,995"
"Suzuki SX4 27Kms, Immaculate 2006","27,962km, Hatchback, 1500cc petrol engine, automatic","$10,995"
Nissan NV350 Caravan DX *6 Seater* 2013,"57,588km, Van, 2000cc petrol engine, manual","$18,900"
Volkswagen Beetle Top Specs Low Kms Special f 2008,"55,120km, Hatchback, petrol engine",
Subaru Outback L L Bean 3.0 2006,"74,444km, Station Wagon, 3000cc petrol engine, automatic","$13,999"
Nissan Navara ST 4WD AUTO 2017,"< 1000km, Ute, 2300cc diesel engine","$58,990"
Subaru WRX STI 6 SPEED MANUAL STI !! 2007,"132,421km, Hatchback, 2000cc petrol engine, manual","$24,995"
Toyota Surf SSR-X 2.7 1996,"122,807km, RV/SUV, 2700cc petrol engine, automatic","$13,999"
Toyota RAV4 4WD 2.4 Sport 2007,"76,668km, RV/SUV, 2400cc petrol engine, automatic","$15,999"
Subaru Legacy 3.0R Only 53000 Kms 2006,"53,356km, Station Wagon, 3000cc petrol engine, automatic","$12,999"
"Toyota Blade 24G, Leather, 9 Airbags 2007","36,079km, Hatchback, 2400cc petrol engine, automatic","$12,995"
Toyota Hiace 5 Door 3.0 Diesel Turbo 2011,"141,026km, Van, 3000cc diesel engine, automatic","$23,999"
Toyota Hiace 4WD 3.0 Diesel Turbo 5 DR 2012,"184,129km, Van, 3000cc diesel engine, automatic","$23,999"
Toyota Yaris YR 1.3L 2014,"79,950km, Hatchback, 1298cc petrol engine, automatic","$13,990"
Subaru Outback 3.0R with SUN ROOF 2006,"92,405km, Station Wagon, 3000cc petrol engine, automatic","$15,225"
SsangYong Rexton SPR 4WD 2016,"54,647km, RV/SUV, 2696cc diesel engine, automatic","$29,340"
MINI Cooper S Cabrio 2005,"98,324km, Convertible, 1598cc petrol engine, manual","$12,990"
Toyota Hiace T ZL 2011,"79,461km, Van, 2982cc diesel engine, automatic","$22,780"
Nissan Fuga 2006,"86,873km, Sedan, 3498cc petrol engine, automatic","$9,500"
Toyota Starlet XL 1991,"49,000km, Hatchback, 1300cc petrol engine, manual","$2,300 "
Toyota Wish 2004,"171,812km, Station Wagon, 1990cc petrol engine","$3,999"
Toyota Mark-X Mark X 2006,"103,281km, Sedan, 2498cc petrol engine, automatic","$5,900 "
Ford Territory TX AWD 2008,"187,843km, RV/SUV, 4000cc petrol engine, automatic","$8,000"
Toyota Vitz 2006,"95,286km, Hatchback, 1496cc petrol engine, automatic","$6,999"
Holden Captiva 7 LTZ V6 4WD 2014,"60,626km, RV/SUV, 2997cc petrol engine, automatic","$24,280"
Nissan Tiida ***LOW 60000 KMS*** 2010,"60,000km, Hatchback, 1500cc petrol engine, automatic","$8,990"
Toyota Wish Aerosport low kms 2007,"80,500km, Station Wagon, 1800cc petrol engine, automatic","$6,990"
Volkswagen Amarok DC 420 2WD Hl 2016,"29,733km, Ute, 1968cc diesel engine, automatic","$43,990"
Suzuki Swift new shape low km keyless 2013,"20,700km, Hatchback, 1300cc petrol engine, automatic","$11,490"
Mazda Axela New Shape Special Price ! 2009,"103,964km, Hatchback, 1500cc petrol engine, automatic","$9,500"
Toyota Vanguard Low kms with Reversing Cam... 2009,"75,318km, Station Wagon, 2400cc petrol engine, automatic","$15,500"
Toyota Prius Hybrid new shape 2011,"119,500km, Hatchback, 1800cc petrol engine, automatic","$10,990"
Holden Captiva 7 LX 4WD 2008,"235,334km, RV/SUV, 1991cc diesel engine, automatic","$10,490"
Toyota Auris low kms 2008,"87,033km, Hatchback, 1500cc petrol engine, automatic","$7,990"
Ford Fairmont 1997,"555,000km, Sedan","$3,100"
Holden Commodore Executive V6 2006,"173,293km, Station Wagon, 3565cc petrol engine, automatic","$6,500 "
Honda Stream 2007,"124,500km, RV/SUV, 1799cc petrol engine, automatic","$5,399 "
Ford Mondeo Td 2011,"137,232km, Sedan, 1997cc diesel engine, automatic","$10,500 "
Nissan Wingroad 2010,"179,417km, Station Wagon, 1797cc petrol engine, automatic",
Suzuki Swift 1.2lt-Low KMS-0 Deposit Finan... 2013,"40,000km, Hatchback, 1200cc petrol engine, automatic","$9,499"
Toyota Vitz 1.3lt-Low Kms-0 Deposit Financ... 2004,"38,005km, Hatchback, 1300cc petrol engine, automatic","$4,999"
"Subaru Outback 3.0L, Cruise Control Leather 2005","153,000km, Station Wagon, 3000cc petrol engine, automatic","$9,990"
Toyota Levin 1.5L Cheap Run About! 1995,"237,000km, Coupe, 1500cc petrol engine, automatic","$2,990"
"Volvo XC90 Facelift 3.2L, Cruise Leather 2007","217,000km, RV/SUV, 3200cc petrol engine, automatic","$8,990"
"Subaru Legacy Facelift 2.0L GT, 5 Speed 2008","111,000km, Sedan, 2000cc petrol engine, manual","$13,990"
Toyota Corolla 1.5lt-0 Deposit Finance $20pw 2005,"74,228km, Hatchback, 1500cc petrol engine, automatic","$5,495"
Honda Fit 0 Deposit Finance $20pw 2006,"71,846km, Hatchback, 1330cc petrol engine, automatic","$4,699"
"Subaru Outback 2.5L, Leather 2004","118,000km, Station Wagon, 2500cc petrol engine, automatic","$8,990"
Holden Commodore UTE SSV 2WD 2008,"118,858km, Ute, 5967cc petrol engine, automatic","$22,840"
Toyota Hiace TIPPER TRUCK 1994,"297,233km, Van, 1812cc petrol engine, manual","$7,950"
Mercedes-Benz A 160 2004,"133,000km, Hatchback, 1590cc petrol engine, automatic","$2,800"
Toyota Land Cruiser Prado Prado 1996,"207,000km, Station Wagon, 2982cc diesel engine, automatic","$11,000"
Ssangyong Actyon Sport 2WD M 2015,"22,382km, Ute, 2000cc diesel engine, manual","$25,000 "
Subaru Legacy B- Sport 2007 2007,"142,700km, Sedan, 1994cc petrol engine, automatic",
Toyota Corolla Fielder 1.8 2006,"148,249km, Station Wagon, 1797cc petrol engine, automatic","$5,000"
Subaru Legacy B-Sport 2006,"135,368km, Station Wagon, 1994cc petrol engine, automatic","$6,500"
Holden Rodeo double cab 2002,"260,365km, Ute, 3cc petrol engine, manual","$6,900 "
Honda Accord Euro R 2001,"185,000km, Sedan, 2200cc petrol engine, manual","$6,000 "
Dodge Ram 2500 2005,"155,445km, Ute, 6700cc diesel engine, automatic",
Toyota Mark II Tourer V 1996,"153,250km, Sedan, 2500cc, automatic","$14,000 "
Volkswagen Touran 7 seats 2004,"49,000km, Van, 2000cc petrol engine, automatic",
Mazda Premacy 2.0S Sport 2008,"55,683km, Station Wagon, 1998cc petrol engine, automatic","$12,995"
Mitsubishi L300 SWB 2014,"59,990km, Van, 2351cc petrol engine, manual","$15,790"
Nissan Cube 2002,"106,687km, Hatchback, 1348cc petrol engine, automatic","$3,300"
Holden Commodore SS-V 2006,"212,146km, Sedan, 5967cc petrol engine, automatic","$19,950"
Holden Malibu CD 2014,"85,803km, Sedan, 2400cc petrol engine, automatic","$15,290"
BMW X3 2007,"130,500km, RV/SUV, 2490cc petrol engine","$13,500 "
Toyota Tercel Defective 1997,"186,680km, Hatchback, 1400cc petrol engine, automatic",
Volkswagen Polo 1998,"152,926km, Hatchback, 1590cc petrol engine, automatic","$2,600 "
Mercedes-Benz E 320 Cdi Sport Edition 2008,"110,000km, Sedan, 2987cc diesel engine, automatic","$14,750 "
Mazda BT-50 D/Cab W/S Dx Ab 2007,"248,400km, Ute, 2953cc diesel engine, manual","$16,500 "
Nissan Maxima S 1997,"215,827km, Sedan, 2988cc petrol engine, manual","$1,900 "
Volkswagen Beetle 2000,"1,654km, Hatchback, 2000cc petrol engine, automatic","$2,500 "
Ford Falcon xr8 boss 2004,"121,500km, Sedan, 5400cc petrol engine, manual","$18,000 "
Nissan Dualis 2WD 2012,"93,235km, RV/SUV, 1997cc petrol engine, automatic","$14,900"
Suzuki Swift ** 12 Month Warranty ** 2006,"130,500km, Hatchback, 1586cc petrol engine, manual","$8,995"
Toyota Hiace VAN DX 4WD DIESEL 2010,"149,309km, Van, 3000cc diesel engine, automatic","$22,490"
"Nissan Tiida Low Km( AA certified), black ... 2004","18,775km, Hatchback, 1500cc petrol engine, automatic","$7,950"
Mazda Atenza 23Z LIFTBACK 2006,"89,813km, Hatchback, 2300cc petrol engine, automatic","$10,980"
Toyota Mark-X 300G REVERSE CAMERA EXCELLEN... 2008,"81,717km, Sedan, 3000cc petrol engine, automatic","$10,480"
Jeep Cherokee Grand Cherokee Overland 4WD 2005,"45,994km, RV/SUV, 4701cc petrol engine, automatic","$18,990"
Mazda Atenza 2005,"174,927km, Sedan, 1998cc petrol engine, automatic","$5,990"
Mercedes-Benz V 350 TREND LUXURY DARK INTE... 2012,"108,000km, Van, 3500cc petrol engine, automatic","$25,890"
Mercedes-Benz SL 350 3.7L V6 BLACK LEATHER 2005,"60,000km, Convertible, 3700cc petrol engine, automatic","$26,890"
Nissan X-Trail 25X 4WD SUNROOF LOW KMS 2008,"74,000km, RV/SUV, 2500cc petrol engine, automatic","$14,480"
Mercedes-Benz C 300 AMG PACK BLACK HEATHED... 2007,"87,816km, Sedan, 3000cc petrol engine, automatic","$16,480"
